customer_tweet_id,customer_message,amazon_reply,intent,should_escalate,escalation_reason,Unnamed: 6,predicted_intent,predicted_escalation,correct_escalation
304392,Okay but... I'm officially a victim of misleading photos on Amazon. @115821 https://t.co/hl2Z2nJQJm,@188696 I'm sorry your order didn't arrive as you expected. Let's explore your return options here: https://t.co/Hzomb3EI6X ^GG,information_feedback,no,Complaint/feedback about misleading product images.,,general_support,no,True
2074047,@AmazonHelp Can you guys work on your pathetic service?? You delivery boys think that they are the KING of their respective AREA. Work on it before it goes WORST.,"@613408 Apologies as informed earlier, please place a new order. I've noted your comments and forward your feedback internally. ^MN",delivery_issue,yes,Complaint specifically concerns delivery personnel/service.,,delivery_issue,yes,True
287436,@AmazonHelp we need to talk about this return.,"@184498 We're here to help! Without providing account/personal information, let us know what is going on. ^VB",return_refund,yes,Explicit return issue requiring support.,,return_refund,no,False
1890581,"Yo, I wanted to check the price of an item since it was like bugged in sales screen, so I continued until the last page and accidentally clicked checkout with an unvalid card. I'm getting mails about giving info about a card thats no longer valid(also it was virtual)@AmazonHelp",@563805 Hey. From which website did you place the order on - Amazon .com / .co.uk / .in etc ? ^TP,payment_billing,no,Payment/card information issue without confirmed unauthorized charge,,information_feedback,no,True
898363,"@AmazonHelp I would have arrangements. Now you have let me and my mom down. Thank you for the great service to a prepaid, prime delivery @115851","@333331 However, Iâll ensure to forward your feedback to appropriate team internally. 2/2  ^NK",delivery_issue,yes,Complaint about failed prepaid Prime delivery,,delivery_issue,no,False
2401222,@AmazonHelp It is getting increasingly annoying to figure out when a Prime item will be delivered.,@690878 Sorry to hear Ilya. What delivery date were you provided? What does the latest tracking advise? ^TP,delivery_issue,no,General delivery-time concern; no specific failed delivery stated,,delivery_issue,no,True
17925,@AmazonHelp @115850 at my address. Will pay then return charges. But also want to tell u this is not right that we pay self return courier cost then what's,"@119904 I understand your concern, unfortunately we cannot arrange a return as already mentioned. Kindly self-return the order. ^ZH",return_refund,yes,Dispute over self-return courier charges.,,delivery_issue,yes,True
920931,@115850 Stop posting shit. You sold be a defective product and doesn't give a damn about  issue. #biycottAmazon #fakeamazon #disappointing services,@626603 here: https://t.co/GIJyeYqKE0 and I'll reach out to you. 2/2 ^MM,return_refund,yes,Defective product requires resolution/return support.,,return_refund,no,False
2290432,"@AmazonHelp My recent orders aren't displaying in My Account, can you help?","@665332 Sorry to hear that, please contact us here: https://t.co/Q7Ftz6nj80 so an agent can look into this for you. ^JJ",order_issue,yes,Orders are missing from the account and need investigation.,,order_issue,no,False
382918,"Really wanting to be an @115821 fan, but when all three of my devices are broken after having them for 3 months it's hard...","@206738 Oh no! Sorry to hear that, Jon. Will you tell us more about what's going on? Please don't share personal account info! ^AB",product_device_issue,yes,Multiple device failures require support.,,product_device_issue,no,False
1536959,@AmazonHelp Another order not delivered on time! YOUR delivery person didn't enter PROVIDED access code &amp; claims couldn't access building!,"@476520 I'm sorry to hear this! Just to confirm, which carrier was assigned to the order here: https://t.co/Y5jpI9gRhE? ^BH",delivery_issue,yes,Delivery failed because the driver could not access the building.,,delivery_issue,no,False
