customer_tweet_id,amazon_tweet_id,customer_message,amazon_reply,message_length
2884194.0,2884196,@AmazonHelp I guess you asking me wasn't to actually help me. Maybe it was just to make the appearance of helping me?,"@800073 Unfortunately we do not have access to your account or details via Twitter, but we'd still like to help! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this together.  -Shal C.",117
2922466.0,2922468,@AmazonHelp (ಠ_ಠ) Didnt realize your couriers needed reminders about basic fire safety.,@808782 Please contact us here via phone or chat so we can look into this with you: https://t.co/dNXwBZPiM6 ^GG,87
1613582.0,1613579,"@115850 Need help, with the status on two refunds. Been a month already since I sent the shipment back. Thanks.","@495001 Did you happen to report this to our support team? If not, do report it here: https://t.co/vlvfJr4nN9 (2/2) ^GD",111
2718032.0,2718031,"@ AmazonFR paid for 22 quantities of VR Headset received confirmation, but only 1 delivered","@762842 Hello, sorry for that. Since we don't have access to your account from Twitter, please reach our CS in order to check that for you.
^ARC",91
2132832.0,2132830,"@AmazonHelp Says looks like it's lost, check the the options below. But there aren't any!",@627582 Oh dear! We are here to help! What options do you see? ^AD,89
2317797.0,2317795,割と長い期間Amazonのプライム会員だけど、本の読み放題あるの今知った。,@671966 Amazonプライムをご利用いただき、ありがとうございます。様々な特典がございますので、ぜひご活用ください！ https://t.co/k5lbncHlKO EK,37
1416745.0,1416746,@AmazonHelp But can not understand the cause of delay,@393025 Kindly revert to the correspondence which you have received from us and we will assist you further. ^SM,53
2511569.0,2511567,When nothing you’ve ordered on #AmazonPrime in the past month has actually arrived in two-days. Am I seriously the only one? @115821 https://t.co/Jy0Bin02Cr,"@715852 This isn't what we like to hear! Just to confirm, are the orders missing the delivery dates provided: https://t.co/Y5jpI9gRhE?  ^EP",156
2816293.0,2816291,@AmazonHelp ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help!  @164902 maybe you can help too?  I don’t want a return just a new cord. https://t.co/UbEAakQCcI,@547100 So sorry for the trouble! We're here to help! Have you had the chance to look into available options here: https://t.co/eVeMpO7mHH? ^VB,194
2678794.0,2678795,@AmazonHelp Dans ce cas annulez ma commande et remboursez moi,@753784 Vous avez la possibilité d'annuler une commande depuis votre compte via: https://t.co/9Bgwmkd3v3 ou en contactant notre SAV ^KE,61
1189739.0,1189741,"@AmazonHelp @115850 Can I know why the pickup is cancelled??
I am done with this bullshit despite you guys apologizing for yesterday's behavior.
Call me. https://t.co/l6JqgynyH0","@120780 As this is a social media platform, we can't view your order details. Please share your (1/2)^HR",177
2891947.0,2891945,@115821 I need help! I scanned a $50 gift card on my phone 11/23 and it’s not noted on my account. I noticed yesterday when I went to make a purchase. I sent emails and to no avail. Please help.,@801640 I'm sorry about the trouble with the Gift Card. We're happy to look into this. Please contact us by phone/chat for real-time help here: https://t.co/hApLpMlfHN ^LI,194
386478.0,386477,"@115850 @AmazonHelp @115821 - Order# 408-3265294-3245900,I haven't recevied my product yet, nobody is giving the date ,i am a prime member",@207490 as we consider it to be personal info. Our Twitter page is public. (3/3) ^ST,138
1774116.0,1774117,@AmazonHelp I have shared the required details. Please resolve the issue ASAP,@533178 We have received your details. We'll work on it and get back to you with an update. ^SB,77
1009206.0,1009208,"@AmazonHelp Just spoke with your representative and found him 'rude' which is 'silly', and never expected this from the professionals like u @115850",@344471 The resolution we provide is the best possible solution. I'm afraid (1/2)^HR,148
1572817.0,1572815,"@AmazonHelp Hello Team, Return order request has not been done yet. Please help. Urgent..",@214881 Apologies for any trouble. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ? ^AB,89
2355264.0,2355263,"So if you lost my #kindle how exactly was it returned @115821, Also why do you think my home is a business. Also, why did you say I was closed because today is a holiday? Do I owe myself holiday pay? #Curious https://t.co/ig2otyw5Lw",@680444 I'm sorry to see it was returned. We'd be happy to look into this with you here: https://t.co/EKXRLsnxJu ^AF,232
2220064.0,2220063,"@AmazonHelp Haven't received yet? I guess I have to cancel this order. I have to give to a friend who is leaving tomorrow morning. If its not delivered today, I would be forced to cancel this order.",@648464 I've checked and we haven't received your details yet to work on this. Please fill in your details in the link provided earlier and let us know. We'll check and reach out to you accordingly. ^VN,198
561656.0,561657,@AmazonHelp It was amazon. AMZL US,@251434 We want to investigate this further with you. Please reach out to us using this secure link: https://t.co/Qzpl2PoJVc ^GR,34
1712586.0,1712584,If @115821 leaves another one of my packages outside unattended I’m going to stop ordering from them @AmazonHelp,"@518727 I understand your concern, Michael. Is there a specific carrier you're having issues with regarding delivery? ^SK",112
970283.0,970285,"@AmazonHelp I will never advise any of my known people to buy a single thing from Amazon. Even it's offered for free. Really absurd, arrogant attitude.",@350255 placing an order. Request you to wait until the time frame mentioned for the order. (2/2) ^GK,151
2402381.0,2402382,"@AmazonHelp it was DPD I’ve had pantry boxes before always secure, I’ll need to reorder but I’m not paying delivery again",@691158 I can certainly understand that. Please reach out to us with the link provided  by ^NC  and we will do our best to help. ^CR,121
752409.0,752411,@AmazonHelp This came up so I emailed the email address on the website to send proof and that is what failed to send https://t.co/bWem9XFFQm,"@299829 Ahhh, I see. Definitely interesting! What happened when you clicked the ""Click here"" hyperlink? ^SA",140
2329608.0,2329610,@AmazonHelp Also promised a refund for missing order but no email confirmation yet,"@674517 I understand your concern. Could you tell us which website your order was placed on? (.com, .co.uk, .com.br, etc.) ^GM",82
2708442.0,2708441,Amazonプライムにも入会してしまったのでますます視聴がおっつかない,@760575 ご登録いただきありがとうございました(*'▽') EK,35
723279.0,723280,@AmazonHelp No. it just diappears.,"@293194 We don't have a notification for the shopping list. If you place an order with unavailable items, you'll receive an e-mail. ^AC",34
888415.0,888416,@AmazonHelp I appreciate your response. We posted the same on your page just to bring it in to your notice and swift action only as we are frustrated enough by the system,"@330936 We'd like to take closer look at this. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR",170
2240674.0,2240673,"@AmazonHelp thank u amazon not to deliver my product on time.
Again missed delivery date",@183935 That was definitely not intended and we apologize for the delay. Allow our support team to make things right for you. You can report this here: https://t.co/R3EfhzgU8B ^CB.,88
505782.0,505784,@AmazonHelp Vendido x Amazon EU,"@236022 Comprendo, Clemente. Para logar revisar lo que está sucediendo con la entrega de tu pedido, puedes contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AA",31
120273.0,120272,Thanks to @116935 for an easy-to-use and fast-connection iOS App! #BehindTheSmile,@142702 You're welcome! We love hearing your feedback. You made our day!!! 🎹🎶🎸 ^JN,81
2212009.0,2212007,"@117795 really don't like when your couriers lie about accessing my location that has no security gate.  My son has allergies, I order his food from you.  Now he has to wait bc your courier doesn't know how to Google map. Or call us if lost. Thx",@646513 I'm sorry you haven't received your order. We'd like to look into this with you. Please send more details here: https://t.co/CnmHsc1aqB ^CL,245
320882.0,320884,@AmazonHelp @115850 trimmer and bedsheet means the same ! I can keep the bedsheet if it's a Diwali gift but send me the trimmer I had ordered ASAP. https://t.co/KbQKMv8sxX,"@192448 That's wishful thinking, isn't it? We'd want you to have your trimmer, hope you've requested a replacement for your order? ^JC",171
535083.0,535085,@AmazonHelp 人工知能と疑ってすみませんでした。丁寧なリプライ心に響きました。遅い時間までお疲れ様です。頑張ってください。,"@243946 とんでもないことです！いつもAmazonをご覧いただきありがとうございます🙇　サイバーマンデーをお楽しみにしていただき、うれしく思っております。ぜひご期待くださいませ😊
夜分にリプライを失礼いたしました。HM",66
814214.0,814213,@115850 Surprised that @118702 @122951 delivers every product in 620024 but you don't,"@313935 We certainly don't want to let down our customers, I'll ensure to pass your feedback internally ^SM (1/2)",85
281979.0,281981,@AmazonHelp Your product wich is in pic looks diffrent nd we receve is diffrent and also a color we cannt cancle this bcz i m live in dakor gujarat,@183175 Apologies for the inconvenience. Request you to get in touch with our support team here : https://t.co/TdDksLo6Mf.^SK,147
2870730.0,2870728,Way to go @115821 for just throwing my stuff in a box with no packing material and with everything out of the wrappers. #goodjob https://t.co/lVMo6vFahI,@797126 We're always looking for ways to improve! Packaging feedback can be submitted to our shipping team here: https://t.co/2AGESmC8t0 ^ML,152
384166.0,384167,@AmazonHelp Pl tell me delivery date,@185376 We've sent you a correspondence here: https://t.co/ubzNHWZvL2 Kindly check. ^SG,36
1283798.0,1283800,@AmazonHelp Una ayer y hoy mismo he puesto otra.,@210099 ¿Qué te informaron nuestros compañeros de Servicio al Cliente? ^HC,48
300502.0,300500,@AmazonHelp already been on the phone to customer support still fuming with you cancelling my prime membership disgusting behaviour,"@187547 Thanks for confirming. When you spoke to us, what options/information did we provide? ^BH",131
2679227.0,2679228,@AmazonHelp não,"@624553 Entendi. No caso, Rosa, ficamos no aguardo dos seus dados. ^LG",15
1434066.0,1434067,"@123813 existe mes de prueba? La competencia es pésima, pero dicen que ""más vale malo conocido...""","@452965 Hola Oscar. Inscribiéndote al período de prueba gratis de Amazon Prime, puedes disfrutar de Prime Video, pues este es un (1/2)",98
490547.0,490546,@115821 why is the Alexa app moving so slow today ?,@231857 Have you checked your connection and perhaps turned your device off and on again to see if that helps? ^BD,51
1558898.0,1558897,i'm crying my amazon package was supposed to arrive at 9 and it's def 9:20,@481768 I'm sorry for the wait! Will you tell us which carrier is shown for your order here: https://t.co/Y5jpI9gRhE? ^DW,74
348953.0,348955,@AmazonHelp Like I mentioned in my first tweet I was assured and sent an email confirmation but still I keep receiving the product every 2 months. Not sure if its a bug in your systems that my order is not getting updated,"@199061 Sorry to hear that, please contact us by phone or chat once more here: https://t.co/hApLpM3Ejd to discuss this with an agent.^JJ",221
1869767.0,1869769,"@AmazonHelp My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home.","@558450 We aim to meet our delivery date. If you don't receive your package on estimated delivery date, please get back to us. ^LH",251
973570.0,973569,"@115851 @AmazonHelp Why is @115850 promoting and selling spurious/counterfeit items? No answer to queries to them. Does Amazon encourage selling counterfeits? In India, this is illegal. https://t.co/9eXMnsrn99",@126724 received a below par product or doubt the genuineness we suggest you to fill details here:  https://t.co/GIJyeYqKE0. (2/2) ^GS,209
1445350.0,1445348,You pay for an Amazon Prime membership and this is where your packages are left whilst you’re at work 😤 #NotImpressed @115830 https://t.co/UEvbve6G0I,@455397 I'm sorry to see the way your package was delivered! Will you confirm the carrier listed here: https://t.co/aaDyEz1VgE ^HC,149
1380693.0,1380691,@115821 wanna tell me why the order I placed yesterday w/1-day shipping isn’t scheduled 2 arrive until Wed? GRANDDAUGHTER B-DAY &amp; u SUCK,@441383 I'm sorry for the wait. Some items aren't able to ship immediately. Was the date given on the confirmation e-mail missed? ^AN,140
1302305.0,1302304,"@115850 #AmazonNow has some rude representatives 😷
Pathetic! Send a substitute and later argue nonsense without  getting facts right!",@170989 That's quite a feedback. I shall forrward your feedback to the concerned team and get it reviewed. ^HR,133
990743.0,990746,@AmazonHelp Again my another order with  Order ID: #405-0991980-9519516 cancelled without my concern why amazon provide offers during great indian sale?,"@354687 I understand your concern that your order is cancelled without your knowledge, I'd request you ^SM (1/2)",152
873862.0,873860,@AmazonHelp I'm trying to watch 12 Chairs on prime but the subtitles are about a minute off to the words. Is it an issue on my end or yours,"@327462 Hmmm, lets work together here to find out! Have you tried uninstalling the app and re-installing it? Let us know! ^SA",139
1750492.0,1750491,What's the point of subscribing to @115830 Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.,@527527 I'm sorry for the delay. We want to make sure you receive your order by your new delivery date. Please keep us posted. ^RA,175
475137.0,475138,@AmazonHelp A just need acces to my account why are you lot making this so hard for me,"@228071 We aren't able to access your account via Twitter to see what the exact issue is, but normally you should be sent an e-mail requesting either payment or address verification. Have you received an e-mail like this, or was this mentioned when we spoke on the phone? ^LB",86
546366.0,546367,"@AmazonHelp Num: CR0000301163
En transit
Livraison avant 20h","@247048 Si vous ne recevez pas votre colis d'ici 20 h, merci de le signaler à notre SAV afin d'y remédier je vous prie via le lien suivant: https://t.co/hgIrz98cdI ^BR",60
2571783.0,2571781,"@AmazonHelp @115830  Can you please quote the definition of ""Guaranteed delivery"" please?What's the point in prime if you fail to deliver?","@729287 I'm sorry to hear we've let you down, Hardeep! Does tracking show the parcel is out for delivery? Have we missed our mark? ^CS",138
1043021.0,1043020,@AmazonHelp Could I get a message please? I’ve got a complaint to make,@366643 Hi Ant. You can get in touch with us to lodge your complaint via this link: https://t.co/JzP7hlA23B ^DC,70
1710386.0,1710389,@AmazonHelp See line extra 3000 off on this mobile,@169186 and with time. Kindly refer the link: https://t.co/sfTQc3Ex7D for more information. (2/2) ^MO,50
710630.0,711134,"@115821 Today it was @81 , the gear I got yesterday was @115817",@289932 Have you had the time to reach out to each of the carriers and set preferences on your deliveries? ^MH,63
1490162.0,1490160,.@AmazonHelp Pre-ordered @123473 @466085 #Slobberkocker a month ago. Now I've been told it won't be dispatched until DECEMBER! Why?,"@466084 Sorry to hear this. Was a reason mentioned for the delay? Did you receive an email? Also, check your junk/spam folder. ^PK",131
422033.0,422032,"@AmazonHelp Ist aktiviert, funktioniert aber nicht. Heute wieder 2x😩  Kam bisher nur 1x an, bei einer Bestellung von Amazon USA. Geht auch anderen so. 🙁","@215529 Dann, wie vorgeschlagen, bitte im Kundenservice melden: https://t.co/cDHy5WiCek Liebe Grüße ^MF",152
1369958.0,1369956,@115850 @115850 I am expecting a quick response,@438881 Please use the following link to connect with our support team : https://t.co/vlvfJr4nN9 and we'll be glad to help. ^SK,47
244076.0,244077,"@115850 Return pick is not as per date schedule.
Unsatisfied with Amazon service.pin394601 __email__",@173981 I'm sorry for the hassle. Please reach out to us at: https://t.co/vlvfJr4nN9 we'll check it for you. (1/2)^AU,100
1132127.0,1132130,@AmazonHelp I don't think it's anything nefarious but I get constant order and shipping confirmations for things I didn't buy which is super annoying,@386770 Gotcha! Reach out to us again here: https://t.co/hApLpMlfHN and we can look into this further with you. ^TK,149
2593126.0,2593125,"Compras navideñas, listas ✔
Gracias @116875 !!","@734369 Hola, Viridiana. ¡Estamos felices de saber que has comprado tus regalos en Amazon México, muchas gracias por tu confianza! ^CB",46
922728.0,922727,@AmazonHelp I've ordered through Amazon.. The product was received by the courier.. But they've said that they can't deliver to my home..,@___Ananth___ That's uncertain! Please report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll help you. ^BS,137
2439667.0,2439666,Clients @115821 attention à l'arnaque qui tourne par mail !!! https://t.co/UgGWLuJjw1,"@699738 Bonsoir, veuillez faire suivre le message à l’adresse suivante __email__ je vous prie. ^BR",85
2290432.0,2290429,"@AmazonHelp My recent orders aren't displaying in My Account, can you help?","@665332 Sorry to hear that, please contact us here: https://t.co/Q7Ftz6nj80 so an agent can look into this for you. ^JJ",75
975030.0,975031,@AmazonHelp @115850 so any update,@343355 &amp; reply so that we can provide you an update. 2/2^EM,33
1505374.0,1505372,@AmazonHelp i think amazon have just took a random £1 off me? I have no idea why,"@165090 We're here to help! In most cases, a smaller amount, such as €1, is an authorization. Have you recently ordered an item? ^AL",80
841372.0,841371,朝いきなりAmazon有料サイトてきたあ(＞＜)こわっいぃぃぃ https://t.co/EtCZ6oi0fU,@320165 失礼します。こちらは当サイトからお送りしたものではございません。AmazonからSMSで未納料金などといったメールは送信いたしません。 ヘルプページでも注意喚起を行っておりますので、ご参照ください。https://t.co/k4jy2iTq1Y RI,55
575357.0,575356,Hello @115821 where the heck is the cat tree I ordered for my cat’s birthday. It was supposed to be here yesterday,@255380 Sorry to hear it has not arrived Jenna. Does the tracking give any info on when we expect it to be delivered? You can check tracking by clicking the link: https://t.co/Y5jpI9gRhE.^BZ,114
600271.0,600270,@115830 really annoying Mr at this stage can't get a single issue resolved. Can I please have a contact number for customer service in Ireland,@262359 We definitely don't want to disappoint you. You can contact us via phone by using this link: https://t.co/JzP7hlA23B ^KB,142
1306446.0,1306445,How’s my Thursday going? Well my amazon account got hacked and was charged $900... &amp; I’m honestly impressed bc I didn’t know I had $900,@425297 I'm sorry to hear about the unexpected charge! Please call us to ensure this is reported: https://t.co/jzvkhdlrK5 ^LR,139
790175.0,790178,@AmazonHelp very funny..I have already contacted ur team two times but they are helpless..your delivery process sucks..order#216240052017,@308429 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2),137
945616.0,945617,@AmazonHelp I have shared the details .please have a look.,@344227 Thanks for letting us know that you've shared your details. Please allow us some time and we'll reach out to you. ^KA,58
318548.0,318547,@115850 till now i have no confirmation about order even though guaranteed delivery !!,@191577 Apologies for the trouble. Please drop your details here: https://t.co/0tMJUecoz6 we'll connect with you on this. ^RB,86
434588.0,434589,"@AmazonHelp Amazon logestic team has arrived my house and talking roude,  that he has delivered to neibour itseems, and we don't no anyone there and","@218249 That's unexpected, I'm sorry. Please respond to the email you received from the social media team, we'll look into this. ^JC",148
350259.0,350258,@115850 i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address,@199158 Our support team would be happy to help you with that. You may connect with them here: here: https://t.co/vlvfJr4nN9 ^HT,138
458905.0,458904,@115821 you need better customer service reps.,"@223983 Please be sure to leave feedback in the survey at the bottom of the e-mail sent after speaking with us. Once completed, these are sent to management for review to help with coaching opportunities. ^EP",46
900900.0,900899,"これ今日2通目やねんけど
Amazonちゃうよな？
装ってるやつやんな。 https://t.co/oABRpkqJ5c","@333861 当サイトからそのようなＥメールをお送りすることはございませんので、記載されているURLはクリックなさらないようお気を付けください🙏
Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EU9RIb YM",60
397417.0,397419,@AmazonHelp Una reclamación por vuestra parte.,"@210099 Entiendo. @210100, ¿podrían ayudarnos con esta entrega? Indícanos si no recibes respuesta, Brian. ^LG",46
1427864.0,1427863,"@115830 Yes, and surprisingly enough they don’t say ‘inside my bin’","@383588 When you have a moment, please phone us here: https://t.co/JzP7hlA23B to report this delivery. ^LB",67
831080.0,831081,@AmazonHelp Nope. They cancelled the one that was supposed to arrive 10/7. And will try to get the next subscription order out.,@317905 I hope it arrives OK next time. ^KM,127
2401222.0,2401221,@AmazonHelp It is getting increasingly annoying to figure out when a Prime item will be delivered.,@690878 Sorry to hear Ilya. What delivery date were you provided? What does the latest tracking advise? ^TP,98
2827266.0,2827268,@AmazonHelp こういう事に備えて無駄に箱が大きいと思っています。商品の箱には破損もなく、動作も問題ないようです。お気遣い有り難うございました。,@787501 商品が無事だったとの事で、安心いたしました。ご不明な点がありましたら、ご遠慮なくお問い合わせください。よろしくお願いいたします。 EK,76
725245.0,725244,@115850 @AmazonHelp I had ordered OnePlus5 on 28th June ‘17. I still haven’t receivedcashback of Rs. 1500 (SBI card offer). Please help!!! https://t.co/227y7N6DdC,@293719 I'm sorry for the delay. Please report this to our support team here: https://t.co/2t6DQoUmNZ for further assistance. ^RW,162
2390423.0,2390425,@AmazonHelp Easy set up and the ability to send messages/make phone calls with voice recognition 👍🏻 thanks @115821,"@688597 Top feedback Michael, Have a great day! ^BD",114
2551968.0,2551970,"@AmazonHelp Nope. Just takes me to sign in page. I just won't buy anything but books/dvds anymore. They're cheap. If I can't return,no big loss.","@306845 Once you sign in using the link sent by JO, you will see the option to select the issue and how you want to contact us. ^DD",144
246378.0,246380,"@AmazonHelp Gestionado por Amazon.
Vendido por: Amazon EU S.a.r.L.",@174523 Entra en contacto con Soporte al Cliente para reportar lo que indicas de tu pedido: https://t.co/OjvUxwnzPe. ^DA,66
1209481.0,1209479,アマゾンで注文してた零さんのウィッグが届いていないのに配達完了になっているw零さんどこいったんですかww,@403927 ご心配をおかけしております。配達完了でも商品未着の場合、下記ヘルプの内容をご確認ください。https://t.co/aABELyb8qu  解決しない場合は以下より当サイトへお問合せください。https://t.co/J6YEizo6qC  　SM,52
439697.0,439698,@AmazonHelp Reverted but failed. Share correct email id,@215662 Please revert to the email you've received from us and we'll be able to check it. Are you getting any error? ^HN,55
1424282.0,1424284,@AmazonHelp 406-6963082-7457947 order number ! I am a prime customer and this service is really a joke,@450944 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP,102
816088.0,816086,"@AmazonHelp Hi. Sorry late getting back, I had an email on 22/07/17 stating that auto renew was turned off and no further payments would be taken.",@314332 We'd like to take a closer look at the charges and your available options. Please contact us here: https://t.co/JzP7hlA23B ^RA,146
322025.0,322024,@115830 I've just received an email from you saying I need click on a link to get a credit voucher. Is this spam? I can dm a copy.,@192721 Doesn't sound like us Tamara - pls use this link for more info : https://t.co/0SSkUeJucf  ^TD,130
2391895.0,2391894,@AmazonHelp pls pls pls tell me you'll have music unlimited BF deals for EXISTING customers (uk),@152464 Best to keep an eye on the website for the latest deals! ^MI,96
179988.0,179989,@AmazonHelp Can you not advise anything here?,@158365 Please contact our customer service by phone or chat here: https://t.co/hgIrz98cdI so we can look into this further with you. ^SA,45
1748909.0,1748908,@120533 vous allez sortir la fire HD 10 en France ? Une date ?,"@527155 Bonjour, je suis désolée, mais nous n'avons pas l'information, veuillez vérifier sur le site ultérieurement.",62
2956966.0,2956965,"@AmazonHelp What exactly do you want me to do? That just takes me to your ""questions?"" Page… 
I don't have a question. It is a reoccurring complaint. https://t.co/Hrg68liFcR","@816241 The link provided to you by ^WT, gives you the option to contact us by phone, so we can look into this with you in real time. This gives us the opportunity to review all available options regarding your deliveries.  ^AC",173
2852110.0,2852109,"@116928 Buenas tardes! Tengo un producto defectuoso y no puedo contactar con el vendedor. 
Número del pedido:
 171-7713708-0461967
¿Cómo he de proceder para su reembolso o sustitución? Gracias","@792979 ¡Hola, EltSaC! Lamento los inconvenientes. Por motivos de seguridad, te recomiendo eliminar este tuit, pues contiene información de tu cuenta. ¿Seguiste las instrucciones indicadas en este enlace?: https://t.co/jFNuJZ8sjt ^CR",192
1367967.0,1367965,"@AmazonHelp Order is ""dispatching soon"" but it's arriving today, and it's 4pm already? Need this item for work. https://t.co/sjlHw5kAsy","@438447 Hey! We'd love to help! Can you tell us which site you used when placing your order? i.e.,.com,.in,.co.uk? Let us know.^SK",135
